regulator_symbol,regulator_id,target_symbol,target_id,database,evidence,confidence
ATF3,467,LOC100128164,100128164,ucsc,Predicted,Low
ATF3,467,LNP1,348801,ucsc,Predicted,Low
ATF3,467,LMO4,8543,ucsc,Predicted,Low
ATF3,467,LINC00602,441177,ucsc,Predicted,Low
ATF3,467,LINC00461,645323,ucsc,Predicted,Low
ATF3,467,LIG3,3980,ucsc,Predicted,Low
ATF3,467,LHX1,3975,ucsc,Predicted,Low
ATF3,467,LGR5,8549,ucsc,Predicted,Low
ATF3,467,LGALS4,3960,ucsc,Predicted,Low
ATF3,467,LENG9,94059,ucsc,Predicted,Low
ATF3,467,LEKR1,389170,ucsc,Predicted,Low
ATF3,467,LDHA,3939,ucsc,Predicted,Low
ATF3,467,LBX1,10660,ucsc,Predicted,Low
ATF3,467,LARP7,51574,ucsc,Predicted,Low
ATF3,467,KRTCAP2,200185,ucsc,Predicted,Low
ATF3,467,KLHL12,59349,ucsc,Predicted,Low
ATF3,467,KLF13,51621,ucsc,Predicted,Low
ATF3,467,KIF17,57576,ucsc,Predicted,Low
ATF3,467,KIAA1377,57562,ucsc,Predicted,Low
ATF3,467,KIAA0922,23240,ucsc,Predicted,Low
ATF3,467,KIAA0556,23247,ucsc,Predicted,Low
ATF3,467,KDELR1,10945,ucsc,Predicted,Low
ATF3,467,KCTD15,79047,ucsc,Predicted,Low
ATF3,467,KCTD1,284252,ucsc,Predicted,Low
ATF3,467,KCNN2,3781,ucsc,Predicted,Low
ATF3,467,KCNK12,56660,ucsc,Predicted,Low
ATF3,467,KCNF1,3754,ucsc,Predicted,Low
ATF3,467,KBTBD6,89890,ucsc,Predicted,Low
ATF3,467,KAT7,11143,ucsc,Predicted,Low
ATF3,467,KAT5,10524,ucsc,Predicted,Low
ATF3,467,JUND,3727,ucsc,Predicted,Low
ATF3,467,JUNB,3726,ucsc,Predicted,Low
ATF3,467,JOSD1,9929,ucsc,Predicted,Low
ATF3,467,JDP2,122953,ucsc,Predicted,Low
ATF3,467,JAK1,3716,ucsc,Predicted,Low
ATF3,467,JAG2,3714,ucsc,Predicted,Low
ATF3,467,IZUMO1,284359,ucsc,Predicted,Low
ATF3,467,ITM2C,81618,ucsc,Predicted,Low
ATF3,467,ITFG2,55846,ucsc,Predicted,Low
ATF3,467,ISL2,64843,ucsc,Predicted,Low
ATF3,467,ISCU,23479,ucsc,Predicted,Low
ATF3,467,IRX6,79190,ucsc,Predicted,Low
ATF3,467,IPO11,51194,ucsc,Predicted,Low
ATF3,467,INTS7,25896,ucsc,Predicted,Low
ATF3,467,INHBE,83729,ucsc,Predicted,Low
ATF3,467,IL23A,51561,ucsc,Predicted,Low
ATF3,467,IL11,3589,ucsc,Predicted,Low
ATF3,467,IGF2BP2,10644,ucsc,Predicted,Low
ATF3,467,IFT57,55081,ucsc,Predicted,Low
ATF3,467,IFT140,9742,ucsc,Predicted,Low
ATF3,467,IER3,8870,ucsc,Predicted,Low
ATF3,467,IDI1,3422,ucsc,Predicted,Low
ATF3,467,IDH3G,3421,ucsc,Predicted,Low
ATF3,467,ICA1,3382,ucsc,Predicted,Low
ATF3,467,IBA57,200205,ucsc,Predicted,Low
ATF3,467,HTRA2,27429,ucsc,Predicted,Low
ATF3,467,HSPB8,26353,ucsc,Predicted,Low
ATF3,467,HR,55806,ucsc,Predicted,Low
ATF3,467,HP1BP3,50809,ucsc,Predicted,Low
ATF3,467,HOMER1,9456,ucsc,Predicted,Low
ATF3,467,HNRNPU,3192,ucsc,Predicted,Low
ATF3,467,HNRNPA3,220988,ucsc,Predicted,Low
ATF3,467,HNRNPA2B1,3181,ucsc,Predicted,Low
ATF3,467,HMX2,3167,ucsc,Predicted,Low
ATF3,467,HIPK3,10114,ucsc,Predicted,Low
ATF3,467,HIC1,3090,ucsc,Predicted,Low
ATF3,467,HHIP,64399,ucsc,Predicted,Low
ATF3,467,HHEX,3087,ucsc,Predicted,Low
ATF3,467,HGSNAT,138050,ucsc,Predicted,Low
ATF3,467,HDLBP,3069,ucsc,Predicted,Low
ATF3,467,HCN2,610,ucsc,Predicted,Low
ATF3,467,HCFC1,3054,ucsc,Predicted,Low
ATF3,467,H1FX-AS1,339942,ucsc,Predicted,Low
ATF3,467,GUK1,2987,ucsc,Predicted,Low
ATF3,467,GRAMD1A,57655,ucsc,Predicted,Low
ATF3,467,GPRC5A,9052,ucsc,Predicted,Low
ATF3,467,GPR56,9289,ucsc,Predicted,Low
ATF3,467,GPR20,2843,ucsc,Predicted,Low
ATF3,467,GPR153,387509,ucsc,Predicted,Low
ATF3,467,GPM6B,2824,ucsc,Predicted,Low
ATF3,467,GPBP1,65056,ucsc,Predicted,Low
ATF3,467,GOLPH3,64083,ucsc,Predicted,Low
ATF3,467,GOLGB1,2804,ucsc,Predicted,Low
ATF3,467,GNG4,2786,ucsc,Predicted,Low
ATF3,467,GNB5,10681,ucsc,Predicted,Low
ATF3,467,GMPPB,29925,ucsc,Predicted,Low
ATF3,467,GK,2710,ucsc,Predicted,Low
ATF3,467,GGNBP2,79893,ucsc,Predicted,Low
ATF3,467,GDNF,2668,ucsc,Predicted,Low
ATF3,467,GCC1,79571,ucsc,Predicted,Low
ATF3,467,GATA4,2626,ucsc,Predicted,Low
ATF3,467,GATA3,2625,ucsc,Predicted,Low
ATF3,467,GART,2618,ucsc,Predicted,Low
ATF3,467,FRS3,10817,ucsc,Predicted,Low
ATF3,467,FOXP2,93986,ucsc,Predicted,Low
ATF3,467,FOXN1,8456,ucsc,Predicted,Low
ATF3,467,FOXL2,668,ucsc,Predicted,Low
ATF3,467,FOXD3,27022,ucsc,Predicted,Low
ATF3,467,FOXC1,2296,ucsc,Predicted,Low
ATF3,467,FOSB,2354,ucsc,Predicted,Low
ATF3,467,FN1,2335,ucsc,Predicted,Low
ATF3,467,FMR1,2332,ucsc,Predicted,Low
ATF3,467,FLT1,2321,ucsc,Predicted,Low
ATF3,467,FLOT1,10211,ucsc,Predicted,Low
ATF3,467,FLNC,2318,ucsc,Predicted,Low
ATF3,467,FLJ27354,400761,ucsc,Predicted,Low
ATF3,467,FLJ12825,440101,ucsc,Predicted,Low
ATF3,467,FKBP2,2286,ucsc,Predicted,Low
ATF3,467,FILIP1L,11259,ucsc,Predicted,Low
ATF3,467,FGF9,2254,ucsc,Predicted,Low
ATF3,467,FGF13,2258,ucsc,Predicted,Low
ATF3,467,FBXO42,54455,ucsc,Predicted,Low
ATF3,467,FBXO4,26272,ucsc,Predicted,Low
ATF3,467,FAM96B,51647,ucsc,Predicted,Low
ATF3,467,FAM63B,54629,ucsc,Predicted,Low
ATF3,467,FAM49B,51571,ucsc,Predicted,Low
ATF3,467,FAM47E,100129583,ucsc,Predicted,Low
ATF3,467,FAM217B,63939,ucsc,Predicted,Low
ATF3,467,FAM196A,642938,ucsc,Predicted,Low
ATF3,467,FAM167A,83648,ucsc,Predicted,Low
ATF3,467,FAM150B,285016,ucsc,Predicted,Low
ATF3,467,FAM131A,131408,ucsc,Predicted,Low
ATF3,467,FAM123A,219287,ucsc,Predicted,Low
ATF3,467,FAM117B,150864,ucsc,Predicted,Low
ATF3,467,FAM100A,124402,ucsc,Predicted,Low
ATF3,467,ETV2,2116,ucsc,Predicted,Low
ATF3,467,ERP29,10961,ucsc,Predicted,Low
ATF3,467,ERF,2077,ucsc,Predicted,Low
ATF3,467,ERC1,23085,ucsc,Predicted,Low
ATF3,467,EPG5,57724,ucsc,Predicted,Low
ATF3,467,EPDR1,54749,ucsc,Predicted,Low
ATF3,467,EOGT,285203,ucsc,Predicted,Low
ATF3,467,ENTPD4,9583,ucsc,Predicted,Low
ATF3,467,ENOPH1,58478,ucsc,Predicted,Low
ATF3,467,EML6,400954,ucsc,Predicted,Low
ATF3,467,EMC3,55831,ucsc,Predicted,Low
ATF3,467,ELOVL5,60481,ucsc,Predicted,Low
ATF3,467,ELMO3,79767,ucsc,Predicted,Low
ATF3,467,ELL2,22936,ucsc,Predicted,Low
ATF3,467,ELAVL1,1994,ucsc,Predicted,Low
ATF3,467,EIF5,1983,ucsc,Predicted,Low
ATF3,467,EIF3A,8661,ucsc,Predicted,Low
ATF3,467,EHD1,10938,ucsc,Predicted,Low
ATF3,467,EGFL7,51162,ucsc,Predicted,Low
ATF3,467,EFR3A,23167,ucsc,Predicted,Low
ATF3,467,EBF3,253738,ucsc,Predicted,Low
ATF3,467,DYNC2LI1,51626,ucsc,Predicted,Low
ATF3,467,DUSP23,54935,ucsc,Predicted,Low
ATF3,467,DUSP1,1843,ucsc,Predicted,Low
ATF3,467,DQX1,165545,ucsc,Predicted,Low
ATF3,467,DNTTIP1,116092,ucsc,Predicted,Low
ATF3,467,DNMBP,23268,ucsc,Predicted,Low
ATF3,467,DNAJC9,23234,ucsc,Predicted,Low
ATF3,467,DNAJC7,7266,ucsc,Predicted,Low
ATF3,467,DNAJC27,51277,ucsc,Predicted,Low
ATF3,467,DNAJB2,3300,ucsc,Predicted,Low
ATF3,467,DNAJB11,51726,ucsc,Predicted,Low
ATF3,467,DLGAP1,9229,ucsc,Predicted,Low
ATF3,467,DKFZp686K1684,440034,ucsc,Predicted,Low
ATF3,467,DDX6,1656,ucsc,Predicted,Low
ATF3,467,DDX39B,7919,ucsc,Predicted,Low
ATF3,467,DDX28,55794,ucsc,Predicted,Low
ATF3,467,DDX19B,11269,ucsc,Predicted,Low
ATF3,467,DDX17,10521,ucsc,Predicted,Low
ATF3,467,DCAF6,55827,ucsc,Predicted,Low
ATF3,467,CYSTM1,84418,ucsc,Predicted,Low
ATF3,467,CYHR1,50626,ucsc,Predicted,Low
ATF3,467,CXCR5,643,ucsc,Predicted,Low
ATF3,467,CUL9,23113,ucsc,Predicted,Low
ATF3,467,CUL5,8065,ucsc,Predicted,Low
ATF3,467,CTBP2,1488,ucsc,Predicted,Low
ATF3,467,CSRP2BP,57325,ucsc,Predicted,Low
ATF3,467,CSNK1G2,1455,ucsc,Predicted,Low
ATF3,467,CSNK1A1,1452,ucsc,Predicted,Low
ATF3,467,CSDC2,27254,ucsc,Predicted,Low
ATF3,467,CRY1,1407,ucsc,Predicted,Low
ATF3,467,CREM,1390,ucsc,Predicted,Low
ATF3,467,CRABP2,1382,ucsc,Predicted,Low
ATF3,467,CPSF7,79869,ucsc,Predicted,Low
ATF3,467,COX8A,1351,ucsc,Predicted,Low
ATF3,467,COX4I1,1327,ucsc,Predicted,Low
ATF3,467,CORO6,84940,ucsc,Predicted,Low
ATF3,467,COPA,1314,ucsc,Predicted,Low
ATF3,467,CNTROB,116840,ucsc,Predicted,Low
ATF3,467,CNNM4,26504,ucsc,Predicted,Low
ATF3,467,CLTB,1212,ucsc,Predicted,Low
ATF3,467,CLDN6,9074,ucsc,Predicted,Low
ATF3,467,CLASP2,23122,ucsc,Predicted,Low
ATF3,467,CLASP1,23332,ucsc,Predicted,Low
ATF3,467,CITED4,163732,ucsc,Predicted,Low
ATF3,467,CIRBP-AS1,148046,ucsc,Predicted,Low
ATF3,467,CIDECP,152302,ucsc,Predicted,Low
ATF3,467,CHRNA3,1136,ucsc,Predicted,Low
ATF3,467,CHPF,79586,ucsc,Predicted,Low
ATF3,467,CHMP4B,128866,ucsc,Predicted,Low
ATF3,467,CHD1,1105,ucsc,Predicted,Low
ATF3,467,CGGBP1,8545,ucsc,Predicted,Low
ATF3,467,CFL2,1073,ucsc,Predicted,Low
ATF3,467,CEP57,9702,ucsc,Predicted,Low
ATF3,467,CEP55,55165,ucsc,Predicted,Low
ATF3,467,CENPE,1062,ucsc,Predicted,Low
ATF3,467,CELF6,60677,ucsc,Predicted,Low
ATF3,467,CDX4,1046,ucsc,Predicted,Low
ATF3,467,CDS2,8760,ucsc,Predicted,Low
ATF3,467,CDKL5,6792,ucsc,Predicted,Low
ATF3,467,CDKL3,51265,ucsc,Predicted,Low
ATF3,467,CDK5R2,8941,ucsc,Predicted,Low
ATF3,467,CDK2,1017,ucsc,Predicted,Low
ATF3,467,CDHR3,222256,ucsc,Predicted,Low
ATF3,467,CDH18,1016,ucsc,Predicted,Low
ATF3,467,CDC14B,8555,ucsc,Predicted,Low
ATF3,467,CCND2,894,ucsc,Predicted,Low
ATF3,467,CCDC85C,317762,ucsc,Predicted,Low
ATF3,467,CCDC8,83987,ucsc,Predicted,Low
ATF3,467,CCDC47,57003,ucsc,Predicted,Low
ATF3,467,CBX4,8535,ucsc,Predicted,Low
ATF3,467,CAMKV,79012,ucsc,Predicted,Low
ATF3,467,CAMK2N1,55450,ucsc,Predicted,Low
ATF3,467,CALHM1,255022,ucsc,Predicted,Low
ATF3,467,CABP7,164633,ucsc,Predicted,Low
ATF3,467,C9orf169,375791,ucsc,Predicted,Low
ATF3,467,C6orf72,116254,ucsc,Predicted,Low
ATF3,467,C6orf47,57827,ucsc,Predicted,Low
ATF3,467,C6orf223,221416,ucsc,Predicted,Low
ATF3,467,C6orf170,221322,ucsc,Predicted,Low
ATF3,467,C6orf106,64771,ucsc,Predicted,Low
ATF3,467,C4orf48,401115,ucsc,Predicted,Low
ATF3,467,C4orf33,132321,ucsc,Predicted,Low
ATF3,467,C2orf43,60526,ucsc,Predicted,Low
ATF3,467,C22orf24,25775,ucsc,Predicted,Low
ATF3,467,C1orf21,81563,ucsc,Predicted,Low
ATF3,467,C19orf26,255057,ucsc,Predicted,Low
ATF3,467,C17orf61-PLSCR3,100529211,ucsc,Predicted,Low
ATF3,467,C17orf61,254863,ucsc,Predicted,Low
ATF3,467,C17orf28,283987,ucsc,Predicted,Low
ATF3,467,C16orf5,29965,ucsc,Predicted,Low
ATF3,467,C15orf59,388135,ucsc,Predicted,Low
ATF3,467,C12orf66,144577,ucsc,Predicted,Low
ATF3,467,C11orf30,56946,ucsc,Predicted,Low
ATF3,467,BRD2,6046,ucsc,Predicted,Low
ATF3,467,BCL2L13,23786,ucsc,Predicted,Low
ATF3,467,BAMBI,25805,ucsc,Predicted,Low
ATF3,467,B4GALT3,8703,ucsc,Predicted,Low
ATF3,467,B4GALT2,8704,ucsc,Predicted,Low
ATF3,467,B4GALNT4,338707,ucsc,Predicted,Low
ATF3,467,AUP1,550,ucsc,Predicted,Low
ATF3,467,ATRX,546,ucsc,Predicted,Low
ATF3,467,ATP6V0C,527,ucsc,Predicted,Low
ATF3,467,ATP5G1,516,ucsc,Predicted,Low
ATF3,467,ATG16L2,89849,ucsc,Predicted,Low
ATF3,467,ATF6B,1388,ucsc,Predicted,Low
ATF3,467,ASPSCR1,79058,ucsc,Predicted,Low
ATF3,467,ARRB1,408,ucsc,Predicted,Low
ATF3,467,ARMCX6,54470,ucsc,Predicted,Low
ATF3,467,ARMCX1,51309,ucsc,Predicted,Low
ATF3,467,ARIH1,25820,ucsc,Predicted,Low
ATF3,467,ARHGEF10L,55160,ucsc,Predicted,Low
ATF3,467,ARF4,378,ucsc,Predicted,Low
ATF3,467,ARF1,375,ucsc,Predicted,Low
ATF3,467,AP4S1,11154,ucsc,Predicted,Low
ATF3,467,ANKS1A,23294,ucsc,Predicted,Low
ATF3,467,ANKRD13C,81573,ucsc,Predicted,Low
ATF3,467,ANKRD11,29123,ucsc,Predicted,Low
ATF3,467,ANAPC2,29882,ucsc,Predicted,Low
ATF3,467,AMOTL2,51421,ucsc,Predicted,Low
ATF3,467,AMIGO3,386724,ucsc,Predicted,Low
ATF3,467,ALKBH5,54890,ucsc,Predicted,Low
ATF3,467,ALG14,199857,ucsc,Predicted,Low
ATF3,467,AHCYL2,23382,ucsc,Predicted,Low
ATF3,467,ADRA2C,152,ucsc,Predicted,Low
ATF3,467,ADRA1B,147,ucsc,Predicted,Low
ATF3,467,ADK,132,ucsc,Predicted,Low
ATF3,467,ADAMTS3,9508,ucsc,Predicted,Low
ATF3,467,ADAMTS17,170691,ucsc,Predicted,Low
ATF3,467,ACBD4,79777,ucsc,Predicted,Low
ATF3,467,ACAP3,116983,ucsc,Predicted,Low
ATF3,467,ABRACL,58527,ucsc,Predicted,Low
ATF3,467,ABHD16A,7920,ucsc,Predicted,Low
ATF3,467,AANAT,15,ucsc,Predicted,Low
ATF3,467,ATF3,467,hprd,Predicted,Low
ATF3,467,BATF3,55509,hprd,Predicted,Low
ATF3,467,DDIT3,1649,hprd,Predicted,Low
ATF3,467,FGFR3,2261,hprd,Predicted,Low
ATF3,467,IGSF21,84966,hprd,Predicted,Low
ATF3,467,JUN,3725,hprd,Predicted,Low
ATF3,467,JUND,3727,hprd,Predicted,Low
ATF3,467,LRIF1,55791,hprd,Predicted,Low
ATF3,467,NFKB1,4790,hprd,Predicted,Low
ATF3,467,NUF2,83540,hprd,Predicted,Low
ATF3,467,SMAD3,4088,hprd,Predicted,Low
ATF3,467,TP53,7157,hprd,Predicted,Low
ATF3,467,hsa-miR-758,MIMAT0003879,ucsc,Predicted,Low
ATF3,467,hsa-miR-670,MIMAT0010357,ucsc,Predicted,Low
ATF3,467,hsa-miR-651,MIMAT0003321,ucsc,Predicted,Low
ATF3,467,hsa-miR-579,MIMAT0003244,ucsc,Predicted,Low
ATF3,467,hsa-miR-5583-5p,MIMAT0022281,ucsc,Predicted,Low
ATF3,467,hsa-miR-5583-3p,MIMAT0022282,ucsc,Predicted,Low
ATF3,467,hsa-miR-551a,MIMAT0003214,ucsc,Predicted,Low
ATF3,467,hsa-miR-548ah-5p,MIMAT0018972,ucsc,Predicted,Low
ATF3,467,hsa-miR-548ah-3p,MIMAT0020957,ucsc,Predicted,Low
ATF3,467,hsa-miR-548ad,MIMAT0018946,ucsc,Predicted,Low
ATF3,467,hsa-miR-511,MIMAT0002808,ucsc,Predicted,Low
ATF3,467,hsa-miR-483-5p,MIMAT0004761,ucsc,Predicted,Low
ATF3,467,hsa-miR-483-3p,MIMAT0002173,ucsc,Predicted,Low
ATF3,467,hsa-miR-4791,MIMAT0019963,ucsc,Predicted,Low
ATF3,467,hsa-miR-4773,MIMAT0019928,ucsc,Predicted,Low
ATF3,467,hsa-miR-4738-5p,MIMAT0019866,ucsc,Predicted,Low
ATF3,467,hsa-miR-4738-3p,MIMAT0019867,ucsc,Predicted,Low
ATF3,467,hsa-miR-4733-5p,MIMAT0019857,ucsc,Predicted,Low
ATF3,467,hsa-miR-4733-3p,MIMAT0019858,ucsc,Predicted,Low
ATF3,467,hsa-miR-4692,MIMAT0019783,ucsc,Predicted,Low
ATF3,467,hsa-miR-4687-5p,MIMAT0019774,ucsc,Predicted,Low
ATF3,467,hsa-miR-4687-3p,MIMAT0019775,ucsc,Predicted,Low
ATF3,467,hsa-miR-4650-5p,MIMAT0019713,ucsc,Predicted,Low
ATF3,467,hsa-miR-4650-3p,MIMAT0019714,ucsc,Predicted,Low
ATF3,467,hsa-miR-4648,MIMAT0019710,ucsc,Predicted,Low
ATF3,467,hsa-miR-4646-5p,MIMAT0019707,ucsc,Predicted,Low
ATF3,467,hsa-miR-4646-3p,MIMAT0019708,ucsc,Predicted,Low
ATF3,467,hsa-miR-4645-5p,MIMAT0019705,ucsc,Predicted,Low
ATF3,467,hsa-miR-4645-3p,MIMAT0019706,ucsc,Predicted,Low
ATF3,467,hsa-miR-4532,MIMAT0019071,ucsc,Predicted,Low
ATF3,467,hsa-miR-4530,MIMAT0019069,ucsc,Predicted,Low
ATF3,467,hsa-miR-4524b-5p,MIMAT0022255,ucsc,Predicted,Low
ATF3,467,hsa-miR-4524b-3p,MIMAT0022256,ucsc,Predicted,Low
ATF3,467,hsa-miR-4521,MIMAT0019058,ucsc,Predicted,Low
ATF3,467,hsa-miR-4517,MIMAT0019054,ucsc,Predicted,Low
ATF3,467,hsa-miR-4508,MIMAT0019045,ucsc,Predicted,Low
ATF3,467,hsa-miR-4481,MIMAT0019015,ucsc,Predicted,Low
ATF3,467,hsa-miR-4450,MIMAT0018971,ucsc,Predicted,Low
ATF3,467,hsa-miR-4444,MIMAT0018962,ucsc,Predicted,Low
ATF3,467,hsa-miR-4419a,MIMAT0018931,ucsc,Predicted,Low
ATF3,467,hsa-miR-4317,MIMAT0016872,ucsc,Predicted,Low
ATF3,467,hsa-miR-4310,MIMAT0016862,ucsc,Predicted,Low
ATF3,467,hsa-miR-429,MIMAT0001536,ucsc,Predicted,Low
ATF3,467,hsa-miR-411-5p,MIMAT0003329,ucsc,Predicted,Low
ATF3,467,hsa-miR-411-3p,MIMAT0004813,ucsc,Predicted,Low
ATF3,467,hsa-miR-3943,MIMAT0018359,ucsc,Predicted,Low
ATF3,467,hsa-miR-3928,MIMAT0018205,ucsc,Predicted,Low
ATF3,467,hsa-miR-380-5p,MIMAT0000734,ucsc,Predicted,Low
ATF3,467,hsa-miR-380-3p,MIMAT0000735,ucsc,Predicted,Low
ATF3,467,hsa-miR-378d,MIMAT0018926,ucsc,Predicted,Low
ATF3,467,hsa-miR-378a-5p,MIMAT0000731,ucsc,Predicted,Low
ATF3,467,hsa-miR-378a-3p,MIMAT0000732,ucsc,Predicted,Low
ATF3,467,hsa-miR-3688-5p,MIMAT0019223,ucsc,Predicted,Low
ATF3,467,hsa-miR-3688-3p,MIMAT0018116,ucsc,Predicted,Low
ATF3,467,hsa-miR-3678-5p,MIMAT0018102,ucsc,Predicted,Low
ATF3,467,hsa-miR-3678-3p,MIMAT0018103,ucsc,Predicted,Low
ATF3,467,hsa-miR-3677-5p,MIMAT0019221,ucsc,Predicted,Low
ATF3,467,hsa-miR-3677-3p,MIMAT0018101,ucsc,Predicted,Low
ATF3,467,hsa-miR-3676-5p,MIMAT0022734,ucsc,Predicted,Low
ATF3,467,hsa-miR-3676-3p,MIMAT0018100,ucsc,Predicted,Low
ATF3,467,hsa-miR-3675-5p,MIMAT0018098,ucsc,Predicted,Low
ATF3,467,hsa-miR-3675-3p,MIMAT0018099,ucsc,Predicted,Low
ATF3,467,hsa-miR-367-5p,MIMAT0004686,ucsc,Predicted,Low
ATF3,467,hsa-miR-3664-5p,MIMAT0018086,ucsc,Predicted,Low
ATF3,467,hsa-miR-3664-3p,MIMAT0019220,ucsc,Predicted,Low
ATF3,467,hsa-miR-3661,MIMAT0018082,ucsc,Predicted,Low
ATF3,467,hsa-miR-3646,MIMAT0018065,ucsc,Predicted,Low
ATF3,467,hsa-miR-33a-5p,MIMAT0000091,ucsc,Predicted,Low
ATF3,467,hsa-miR-33a-3p,MIMAT0004506,ucsc,Predicted,Low
ATF3,467,hsa-miR-329,MIMAT0001629,ucsc,Predicted,Low
ATF3,467,hsa-miR-323a-5p,MIMAT0004696,ucsc,Predicted,Low
ATF3,467,hsa-miR-323a-3p,MIMAT0000755,ucsc,Predicted,Low
ATF3,467,hsa-miR-3189-5p,MIMAT0019217,ucsc,Predicted,Low
ATF3,467,hsa-miR-3189-3p,MIMAT0015071,ucsc,Predicted,Low
ATF3,467,hsa-miR-3184-5p,MIMAT0015064,ucsc,Predicted,Low
ATF3,467,hsa-miR-3184-3p,MIMAT0022731,ucsc,Predicted,Low
ATF3,467,hsa-miR-3180,MIMAT0018178,ucsc,Predicted,Low
ATF3,467,hsa-miR-3179,MIMAT0015056,ucsc,Predicted,Low
ATF3,467,hsa-miR-3176,MIMAT0015053,ucsc,Predicted,Low
ATF3,467,hsa-miR-3175,MIMAT0015052,ucsc,Predicted,Low
ATF3,467,hsa-miR-3142,MIMAT0015011,ucsc,Predicted,Low
ATF3,467,hsa-miR-3118,MIMAT0014980,ucsc,Predicted,Low
ATF3,467,hsa-miR-3117-5p,MIMAT0019197,ucsc,Predicted,Low
ATF3,467,hsa-miR-3117-3p,MIMAT0014979,ucsc,Predicted,Low
ATF3,467,hsa-miR-3116,MIMAT0014978,ucsc,Predicted,Low
ATF3,467,hsa-miR-302d-5p,MIMAT0004685,ucsc,Predicted,Low
ATF3,467,hsa-miR-302d-3p,MIMAT0000718,ucsc,Predicted,Low
ATF3,467,hsa-miR-302c-5p,MIMAT0000716,ucsc,Predicted,Low
ATF3,467,hsa-miR-302c-3p,MIMAT0000717,ucsc,Predicted,Low
ATF3,467,hsa-miR-302b-5p,MIMAT0000714,ucsc,Predicted,Low
ATF3,467,hsa-miR-302b-3p,MIMAT0000715,ucsc,Predicted,Low
ATF3,467,hsa-miR-302a-5p,MIMAT0000683,ucsc,Predicted,Low
ATF3,467,hsa-miR-302a-3p,MIMAT0000684,ucsc,Predicted,Low
ATF3,467,hsa-miR-299-5p,MIMAT0002890,ucsc,Predicted,Low
ATF3,467,hsa-miR-299-3p,MIMAT0000687,ucsc,Predicted,Low
ATF3,467,hsa-miR-23c,MIMAT0018000,ucsc,Predicted,Low
ATF3,467,hsa-miR-219-5p,MIMAT0000276,ucsc,Predicted,Low
ATF3,467,hsa-miR-219-1-3p,MIMAT0004567,ucsc,Predicted,Low
ATF3,467,hsa-miR-212-5p,MIMAT0022695,ucsc,Predicted,Low
ATF3,467,hsa-miR-212-3p,MIMAT0000269,ucsc,Predicted,Low
ATF3,467,hsa-miR-2054,MIMAT0009979,ucsc,Predicted,Low
ATF3,467,hsa-miR-202-5p,MIMAT0002810,ucsc,Predicted,Low
ATF3,467,hsa-miR-202-3p,MIMAT0002811,ucsc,Predicted,Low
ATF3,467,hsa-miR-200b-5p,MIMAT0004571,ucsc,Predicted,Low
ATF3,467,hsa-miR-200b-3p,MIMAT0000318,ucsc,Predicted,Low
ATF3,467,hsa-miR-200a-5p,MIMAT0001620,ucsc,Predicted,Low
ATF3,467,hsa-miR-200a-3p,MIMAT0000682,ucsc,Predicted,Low
ATF3,467,hsa-miR-196b-5p,MIMAT0001080,ucsc,Predicted,Low
ATF3,467,hsa-miR-196b-3p,MIMAT0009201,ucsc,Predicted,Low
ATF3,467,hsa-miR-132-5p,MIMAT0004594,ucsc,Predicted,Low
ATF3,467,hsa-miR-132-3p,MIMAT0000426,ucsc,Predicted,Low
ATF3,467,hsa-miR-1299,MIMAT0005887,ucsc,Predicted,Low
ATF3,467,hsa-miR-1281,MIMAT0005939,ucsc,Predicted,Low
ATF3,467,hsa-miR-1273a,MIMAT0005926,ucsc,Predicted,Low
ATF3,467,hsa-miR-124-5p,MIMAT0004591,ucsc,Predicted,Low
ATF3,467,hsa-miR-124-3p,MIMAT0000422,ucsc,Predicted,Low
ATF3,467,hsa-miR-1204,MIMAT0005868,ucsc,Predicted,Low
ATF3,467,hsa-miR-1197,MIMAT0005955,ucsc,Predicted,Low
ATF3,467,ASNS,440,tred,Experimental,High
SPIB,6689,CEBPB,1051,hprd,Predicted,Low
SPIB,6689,CREBBP,1387,hprd,Predicted,Low
SPIB,6689,CSNK2A1,1457,hprd,Predicted,Low
SPIB,6689,CSNK2A2,1459,hprd,Predicted,Low
SPIB,6689,IRF4,3662,hprd,Predicted,Low
SPIB,6689,JUN,3725,hprd,Predicted,Low
SPIB,6689,MAPK3,5595,hprd,Predicted,Low
SPIB,6689,MAPK8,5599,hprd,Predicted,Low
SPIB,6689,RB1,5925,hprd,Predicted,Low
SPIB,6689,SPI1,6688,hprd,Predicted,Low
SPIB,6689,SPIB,6689,hprd,Predicted,Low
SPIB,6689,TBP,6908,hprd,Predicted,Low
SPI1,6688,ZXDB,158586,ensembl,Predicted,Low
SPI1,6688,ZWILCH,55055,ensembl,Predicted,Low
SPI1,6688,ZUFSP,221302,ensembl,Predicted,Low
SPI1,6688,ZRSR2,8233,ensembl,Predicted,Low
SPI1,6688,ZPBP2,124626,ensembl,Predicted,Low
SPI1,6688,ZNF93,81931,ensembl,Predicted,Low
SPI1,6688,ZNF789,285989,ensembl,Predicted,Low
SPI1,6688,ZNF788,388507,ensembl,Predicted,Low
SPI1,6688,ZNF766,90321,ensembl,Predicted,Low
SPI1,6688,ZNF710,374655,ensembl,Predicted,Low
SPI1,6688,ZNF673,55634,ensembl,Predicted,Low
SPI1,6688,ZNF668,79759,ensembl,Predicted,Low
SPI1,6688,ZNF655,79027,ensembl,Predicted,Low
