Gene ID,Gene Symbol,TF
ENSG00000104756.15,KCTD9,MYBL2
ENSG00000104760.16,FGL1,MYBL2
ENSG00000104763.18,ASAH1,MYBL2
ENSG00000104765.15,BNIP3L,MYBL2
ENSG00000104765.15,BNIP3L,MYBL2
ENSG00000104774.12,MAN2B1,MYBL2
ENSG00000104805.15,NUCB1,MYBL2
ENSG00000104812.14,GYS1,MYBL2
ENSG00000104814.12,MAP4K1,MYBL2
ENSG00000104823.8,ECH1,MYBL2
ENSG00000104824.16,HNRNPL,MYBL2
ENSG00000104825.16,NFKBIB,MYBL2
ENSG00000104835.14,SARS2,MYBL2
ENSG00000104852.14,SNRNP70,MYBL2
ENSG00000104853.15,CLPTM1,MYBL2
ENSG00000104859.14,CLASRP,MYBL2
ENSG00000104863.11,LIN7B,MYBL2
ENSG00000104872.10,PIH1D1,MYBL2
ENSG00000104880.17,ARHGEF18,MYBL2
ENSG00000104881.15,PPP1R13L,MYBL2
ENSG00000104884.14,ERCC2,MYBL2
ENSG00000104885.17,DOT1L,MYBL2
ENSG00000104885.17,DOT1L,MYBL2
ENSG00000104886.10,PLEKHJ1,MYBL2
ENSG00000104889.4,RNASEH2A,MYBL2
ENSG00000104897.9,SF3A2,MYBL2
ENSG00000104897.9,SF3A2,MYBL2
ENSG00000104904.12,OAZ1,MYBL2
ENSG00000104907.12,TRMT1,MYBL2
ENSG00000104915.14,STX10,MYBL2
ENSG00000104946.11,TBC1D17,MYBL2
ENSG00000104946.11,TBC1D17,MYBL2
ENSG00000104951.15,IL4I1,MYBL2
ENSG00000104953.19,TLE6,MYBL2
ENSG00000104957.13,CCDC130,MYBL2
ENSG00000104960.15,PTOV1,MYBL2
ENSG00000104969.9,SGTA,MYBL2
ENSG00000104973.15,MED25,MYBL2
ENSG00000104976.11,SNAPC2,MYBL2
ENSG00000104979.8,C19orf53,MYBL2
ENSG00000104980.7,TIMM44,MYBL2
ENSG00000104983.8,CCDC61,MYBL2
ENSG00000105011.8,ASF1B,MYBL2
ENSG00000105053.10,VRK3,MYBL2
ENSG00000105058.11,FAM32A,MYBL2
ENSG00000105058.11,FAM32A,MYBL2
ENSG00000105063.18,PPP6R1,MYBL2
ENSG00000105085.10,MED26,MYBL2
ENSG00000105127.8,AKAP8,MYBL2
ENSG00000105135.15,ILVBL,MYBL2
ENSG00000105185.11,PDCD5,MYBL2
ENSG00000105193.8,RPS16,MYBL2
ENSG00000105197.10,TIMM50,MYBL2
ENSG00000105219.8,CNTD2,MYBL2
ENSG00000105220.14,GPI,MYBL2
ENSG00000105221.16,AKT2,MYBL2
ENSG00000105223.19,PLD3,MYBL2
ENSG00000105229.6,PIAS4,MYBL2
ENSG00000105248.15,CCDC94,MYBL2
ENSG00000105254.11,TBCB,MYBL2
ENSG00000105258.8,POLR2I,MYBL2
ENSG00000105281.12,SLC1A5,MYBL2
ENSG00000105289.14,TJP3,MYBL2
ENSG00000105298.13,CACTIN,MYBL2
ENSG00000105321.12,CCDC9,MYBL2
ENSG00000105323.16,HNRNPUL1,MYBL2
ENSG00000105325.13,FZR1,MYBL2
ENSG00000105329.9,TGFB1,MYBL2
ENSG00000105341.18,ATP5SL,MYBL2
ENSG00000105355.8,PLIN3,MYBL2
ENSG00000105364.13,MRPL4,MYBL2
ENSG00000105370.7,LIM2,MYBL2
ENSG00000105371.8,ICAM4,MYBL2
ENSG00000105372.6,RPS19,MYBL2
ENSG00000105373.18,GLTSCR2,MYBL2
ENSG00000105379.9,ETFB,MYBL2
ENSG00000105379.9,ETFB,MYBL2
ENSG00000105393.15,BABAM1,MYBL2
ENSG00000105397.13,TYK2,MYBL2
ENSG00000105398.3,SULT2A1,MYBL2
ENSG00000105402.7,NAPA,MYBL2
ENSG00000105404.10,RABAC1,MYBL2
ENSG00000105426.15,PTPRS,MYBL2
ENSG00000105429.12,MEGF8,MYBL2
ENSG00000105438.8,KDELR1,MYBL2
ENSG00000105438.8,KDELR1,MYBL2
ENSG00000105443.13,CYTH2,MYBL2
ENSG00000105447.12,GRWD1,MYBL2
ENSG00000105467.8,SYNGR4,MYBL2
ENSG00000105483.16,CARD8,MYBL2
ENSG00000105486.13,LIG1,MYBL2
ENSG00000105497.7,ZNF175,MYBL2
ENSG00000105499.13,PLA2G4C,MYBL2
ENSG00000105514.7,RAB3D,MYBL2
ENSG00000105516.10,DBP,MYBL2
ENSG00000105518.13,TMEM205,MYBL2
ENSG00000105556.11,MIER2,MYBL2
ENSG00000105568.17,PPP2R1A,MYBL2
ENSG00000105576.15,TNPO2,MYBL2
ENSG00000105607.12,GCDH,MYBL2
ENSG00000105617.3,LENG1,MYBL2
ENSG00000105618.13,PRPF31,MYBL2
ENSG00000105619.13,TFPT,MYBL2
ENSG00000105639.18,JAK3,MYBL2
ENSG00000105640.12,RPL18A,MYBL2
ENSG00000105647.15,PIK3R2,MYBL2
ENSG00000105649.9,RAB3A,MYBL2
ENSG00000105649.9,RAB3A,MYBL2
ENSG00000105655.18,ISYNA1,MYBL2
ENSG00000105656.12,ELL,MYBL2
ENSG00000105662.15,CRTC1,MYBL2
ENSG00000105662.15,CRTC1,MYBL2
ENSG00000105669.13,COPE,MYBL2
ENSG00000105671.11,DDX49,MYBL2
ENSG00000105676.13,ARMC6,MYBL2
ENSG00000105677.11,TMEM147,MYBL2
ENSG00000105697.7,HAMP,MYBL2
ENSG00000105699.16,LSR,MYBL2
ENSG00000105700.10,KXD1,MYBL2
ENSG00000105705.15,SUGP1,MYBL2
ENSG00000105707.13,HPN,MYBL2
ENSG00000105708.8,ZNF14,MYBL2
ENSG00000105722.9,ERF,MYBL2
ENSG00000105723.11,GSK3A,MYBL2
ENSG00000105726.16,ATP13A1,MYBL2
ENSG00000105738.10,SIPA1L3,MYBL2
ENSG00000105771.13,SMG9,MYBL2
ENSG00000105778.17,AVL9,MYBL2
ENSG00000105784.15,RUNDC3B,MYBL2
ENSG00000105792.19,CFAP69,MYBL2
ENSG00000105808.17,RASA4,MYBL2
ENSG00000105819.13,PMPCB,MYBL2
ENSG00000105821.14,DNAJC2,MYBL2
ENSG00000105829.11,BET1,MYBL2
ENSG00000105849.5,TWISTNB,MYBL2
ENSG00000105852.10,PON3,MYBL2
ENSG00000105854.12,PON2,MYBL2
ENSG00000105856.13,HBP1,MYBL2
ENSG00000105856.13,HBP1,MYBL2
ENSG00000105865.10,DUS4L,MYBL2
ENSG00000105866.13,SP4,MYBL2
ENSG00000105866.13,SP4,MYBL2
ENSG00000105875.13,WDR91,MYBL2
ENSG00000105879.11,CBLL1,MYBL2
ENSG00000105887.10,MTPN,MYBL2
ENSG00000105928.13,DFNA5,MYBL2
ENSG00000105939.12,ZC3HAV1,MYBL2
ENSG00000105948.13,TTC26,MYBL2
ENSG00000105953.14,OGDH,MYBL2
ENSG00000105968.18,H2AFV,MYBL2
ENSG00000105976.14,MET,MYBL2
ENSG00000105983.19,LMBR1,MYBL2
ENSG00000106006.6,HOXA6,MYBL2
ENSG00000106009.15,BRAT1,MYBL2
ENSG00000106012.17,IQCE,MYBL2
ENSG00000106028.10,SSBP1,MYBL2
ENSG00000106049.8,HIBADH,MYBL2
ENSG00000106052.13,TAX1BP1,MYBL2
ENSG00000106066.14,CPVL,MYBL2
ENSG00000106077.18,ABHD11,MYBL2
ENSG00000106080.10,FKBP14,MYBL2
ENSG00000106086.18,PLEKHA8,MYBL2
ENSG00000106086.18,PLEKHA8,MYBL2
ENSG00000106100.10,NOD1,MYBL2
ENSG00000106105.13,GARS,MYBL2
ENSG00000106144.19,CASP2,MYBL2
ENSG00000106153.12,CHCHD2,MYBL2
ENSG00000106244.12,PDAP1,MYBL2
ENSG00000106245.9,BUD31,MYBL2
ENSG00000106246.17,PTCD1,MYBL2
ENSG00000106261.16,ZKSCAN1,MYBL2
ENSG00000106263.17,EIF3B,MYBL2
ENSG00000106266.9,SNX8,MYBL2
ENSG00000106268.15,NUDT1,MYBL2
ENSG00000106290.14,TAF6,MYBL2
ENSG00000106299.7,WASL,MYBL2
ENSG00000106305.9,AIMP2,MYBL2
ENSG00000106330.11,MOSPD3,MYBL2
ENSG00000106344.8,RBM28,MYBL2
ENSG00000106346.11,USP42,MYBL2
ENSG00000106346.11,USP42,MYBL2
ENSG00000106351.12,AGFG2,MYBL2
ENSG00000106351.12,AGFG2,MYBL2
ENSG00000106355.9,LSM5,MYBL2
ENSG00000106366.8,SERPINE1,MYBL2
ENSG00000106384.10,MOGAT3,MYBL2
ENSG00000106397.11,PLOD3,MYBL2
ENSG00000106400.11,ZNHIT1,MYBL2
ENSG00000106415.12,GLCCI1,MYBL2
ENSG00000106443.15,PHF14,MYBL2
ENSG00000106459.14,NRF1,MYBL2
ENSG00000106459.14,NRF1,MYBL2
ENSG00000106460.18,TMEM106B,MYBL2
ENSG00000106462.10,EZH2,MYBL2
ENSG00000106479.10,ZNF862,MYBL2
ENSG00000106484.14,MEST,MYBL2
ENSG00000106524.8,ANKMY2,MYBL2
ENSG00000106526.10,ACTR3C,MYBL2
ENSG00000106537.7,TSPAN13,MYBL2
ENSG00000106546.12,AHR,MYBL2
ENSG00000106554.11,CHCHD3,MYBL2
ENSG00000106588.10,PSMA2,MYBL2
ENSG00000106591.3,MRPL32,MYBL2
ENSG00000106603.17,COA1,MYBL2
ENSG00000106608.16,URGCP,MYBL2
ENSG00000106609.16,TMEM248,MYBL2
ENSG00000106615.9,RHEB,MYBL2
ENSG00000106628.10,POLD2,MYBL2
ENSG00000106635.7,BCL7B,MYBL2
ENSG00000106635.7,BCL7B,MYBL2
ENSG00000106636.7,YKT6,MYBL2
ENSG00000106638.15,TBL2,MYBL2
ENSG00000106682.14,EIF4H,MYBL2
ENSG00000106692.13,FKTN,MYBL2
ENSG00000106701.11,FSD1L,MYBL2
ENSG00000106733.20,NMRK1,MYBL2
ENSG00000106771.12,TMEM245,MYBL2
ENSG00000106780.8,MEGF9,MYBL2
ENSG00000106785.14,TRIM14,MYBL2
ENSG00000106789.12,CORO2A,MYBL2
ENSG00000106803.9,SEC61B,MYBL2
ENSG00000106927.11,AMBP,MYBL2
ENSG00000106976.20,DNM1,MYBL2
ENSG00000106993.11,CDC37L1,MYBL2
ENSG00000107020.9,PLGRKT,MYBL2
ENSG00000107021.15,TBC1D13,MYBL2
ENSG00000107036.11,RIC1,MYBL2
ENSG00000107077.17,KDM4C,MYBL2
ENSG00000107104.18,KANK1,MYBL2
ENSG00000107175.11,CREB3,MYBL2
ENSG00000107185.9,RGP1,MYBL2
ENSG00000107185.9,RGP1,MYBL2
ENSG00000107242.17,PIP5K1B,MYBL2
ENSG00000107262.17,BAG1,MYBL2
ENSG00000107281.9,NPDC1,MYBL2
ENSG00000107290.13,SETX,MYBL2
ENSG00000107331.16,ABCA2,MYBL2
ENSG00000107338.9,SHB,MYBL2
ENSG00000107341.4,UBE2R2,MYBL2
ENSG00000107341.4,UBE2R2,MYBL2
ENSG00000107362.13,ABHD17B,MYBL2
ENSG00000107371.12,EXOSC3,MYBL2
ENSG00000107372.12,ZFAND5,MYBL2
ENSG00000107443.15,CCNJ,MYBL2
ENSG00000107521.18,HPS1,MYBL2
ENSG00000107537.13,PHYH,MYBL2
ENSG00000107581.12,EIF3A,MYBL2
ENSG00000107614.21,TRDMT1,MYBL2
ENSG00000107625.12,DDX50,MYBL2
ENSG00000107651.12,SEC23IP,MYBL2
ENSG00000107669.17,ATE1,MYBL2
ENSG00000107672.14,NSMCE4A,MYBL2
ENSG00000107679.14,PLEKHA1,MYBL2
ENSG00000107745.17,MICU1,MYBL2
ENSG00000107758.15,PPP3CB,MYBL2
ENSG00000107758.15,PPP3CB,MYBL2
ENSG00000107771.15,CCSER2,MYBL2
ENSG00000107779.12,BMPR1A,MYBL2
ENSG00000107789.15,MINPP1,MYBL2
ENSG00000107796.13,ACTA2,MYBL2
ENSG00000107798.17,LIPA,MYBL2
ENSG00000107815.7,C10orf2,MYBL2
ENSG00000107816.17,LZTS2,MYBL2
ENSG00000107821.14,KAZALD1,MYBL2
ENSG00000107829.13,FBXW4,MYBL2
ENSG00000107833.10,NPM3,MYBL2
ENSG00000107854.5,TNKS2,MYBL2
ENSG00000107862.4,GBF1,MYBL2
ENSG00000107863.17,ARHGAP21,MYBL2
ENSG00000107864.14,CPEB3,MYBL2
ENSG00000107872.12,FBXL15,MYBL2
ENSG00000107874.10,CUEDC2,MYBL2
ENSG00000107897.18,ACBD5,MYBL2
ENSG00000107902.13,LHPP,MYBL2
ENSG00000107937.18,GTPBP4,MYBL2
ENSG00000107938.17,EDRF1,MYBL2
ENSG00000107949.16,BCCIP,MYBL2
ENSG00000107957.16,SH3PXD2A,MYBL2
ENSG00000107959.15,PITRM1,MYBL2
ENSG00000107960.10,OBFC1,MYBL2
ENSG00000107960.10,OBFC1,MYBL2
ENSG00000107968.9,MAP3K8,MYBL2
ENSG00000107968.9,MAP3K8,MYBL2
ENSG00000107984.9,DKK1,MYBL2
ENSG00000108021.19,FAM208B,MYBL2
ENSG00000108039.17,XPNPEP1,MYBL2
ENSG00000108055.9,SMC3,MYBL2
ENSG00000108061.11,SHOC2,MYBL2
ENSG00000108064.10,TFAM,MYBL2
ENSG00000108091.10,CCDC6,MYBL2
ENSG00000108094.14,CUL2,MYBL2
ENSG00000108106.13,UBE2S,MYBL2
ENSG00000108107.13,RPL28,MYBL2
ENSG00000108179.13,PPIF,MYBL2
ENSG00000108187.15,PBLD,MYBL2
ENSG00000108239.8,TBC1D12,MYBL2
ENSG00000108256.8,NUFIP2,MYBL2
ENSG00000108298.9,RPL19,MYBL2
ENSG00000108306.11,FBXL20,MYBL2
ENSG00000108312.14,UBTF,MYBL2
ENSG00000108312.14,UBTF,MYBL2
ENSG00000108344.14,PSMD3,MYBL2
ENSG00000108349.15,CASC3,MYBL2
ENSG00000108370.16,RGS9,MYBL2
ENSG00000108375.12,RNF43,MYBL2
ENSG00000108379.9,WNT3,MYBL2
ENSG00000108384.14,RAD51C,MYBL2
ENSG00000108389.9,MTMR4,MYBL2
ENSG00000108395.13,TRIM37,MYBL2
ENSG00000108406.9,DHX40,MYBL2
ENSG00000108423.14,TUBD1,MYBL2
ENSG00000108424.9,KPNB1,MYBL2
ENSG00000108433.15,GOSR2,MYBL2
ENSG00000108439.9,PNPO,MYBL2
ENSG00000108443.13,RPS6KB1,MYBL2
ENSG00000108468.14,CBX1,MYBL2
ENSG00000108469.14,RECQL5,MYBL2
ENSG00000108474.16,PIGL,MYBL2
ENSG00000108479.11,GALK1,MYBL2
ENSG00000108506.11,INTS2,MYBL2
ENSG00000108509.20,CAMTA2,MYBL2
ENSG00000108510.9,MED13,MYBL2
ENSG00000108515.17,ENO3,MYBL2
ENSG00000108518.7,PFN1,MYBL2
ENSG00000108518.7,PFN1,MYBL2
ENSG00000108523.15,RNF167,MYBL2
ENSG00000108528.13,SLC25A11,MYBL2
ENSG00000108556.7,CHRNE,MYBL2
ENSG00000108559.11,NUP88,MYBL2
ENSG00000108578.14,BLMH,MYBL2
ENSG00000108582.11,CPD,MYBL2
ENSG00000108587.15,GOSR1,MYBL2
ENSG00000108590.10,MED31,MYBL2
ENSG00000108591.9,DRG2,MYBL2
ENSG00000108599.14,AKAP10,MYBL2
ENSG00000108604.15,SMARCD2,MYBL2
ENSG00000108639.7,SYNGR2,MYBL2
ENSG00000108641.14,B9D1,MYBL2
ENSG00000108651.9,UTP6,MYBL2
ENSG00000108666.9,C17orf75,MYBL2
ENSG00000108669.16,CYTH1,MYBL2
ENSG00000108669.16,CYTH1,MYBL2
ENSG00000108669.16,CYTH1,MYBL2
ENSG00000108671.9,PSMD11,MYBL2
ENSG00000108679.12,LGALS3BP,MYBL2
ENSG00000108733.9,PEX12,MYBL2
ENSG00000108771.12,DHX58,MYBL2
ENSG00000108773.10,KAT2A,MYBL2
ENSG00000108774.14,RAB5C,MYBL2
ENSG00000108784.9,NAGLU,MYBL2
ENSG00000108788.11,MLX,MYBL2
ENSG00000108797.11,CNTNAP1,MYBL2
ENSG00000108797.11,CNTNAP1,MYBL2
ENSG00000108799.12,EZH1,MYBL2
ENSG00000108813.10,DLX4,MYBL2
ENSG00000108819.10,PPP1R9B,MYBL2
ENSG00000108821.13,COL1A1,MYBL2
ENSG00000108825.17,PTGES3L-AARSD1,MYBL2
ENSG00000108826.15,MRPL27,MYBL2
ENSG00000108828.15,VAT1,MYBL2
ENSG00000108829.9,LRRC59,MYBL2
ENSG00000108830.9,RND2,MYBL2
ENSG00000108840.15,HDAC5,MYBL2
ENSG00000108846.15,ABCC3,MYBL2
ENSG00000108848.15,LUC7L3,MYBL2
ENSG00000108854.15,SMURF2,MYBL2
ENSG00000108861.8,DUSP3,MYBL2
ENSG00000108883.12,EFTUD2,MYBL2
ENSG00000108924.13,HLF,MYBL2
ENSG00000108946.14,PRKAR1A,MYBL2
ENSG00000108953.16,YWHAE,MYBL2
ENSG00000108960.7,MMD,MYBL2
ENSG00000108961.13,RANGRF,MYBL2
ENSG00000108963.17,DPH1,MYBL2
ENSG00000108984.13,MAP2K6,MYBL2
ENSG00000109046.14,WSB1,MYBL2
ENSG00000109062.10,SLC9A3R1,MYBL2
ENSG00000109065.11,NAT9,MYBL2
ENSG00000109066.13,TMEM104,MYBL2
ENSG00000109079.9,TNFAIP1,MYBL2
ENSG00000109083.13,IFT20,MYBL2
ENSG00000109084.13,TMEM97,MYBL2
ENSG00000109089.7,CDR2L,MYBL2
ENSG00000109103.11,UNC119,MYBL2
ENSG00000109107.13,ALDOC,MYBL2
ENSG00000109111.14,SUPT6H,MYBL2
ENSG00000109118.13,PHF12,MYBL2
ENSG00000109133.12,TMEM33,MYBL2
ENSG00000109133.12,TMEM33,MYBL2
ENSG00000109171.14,SLAIN2,MYBL2
ENSG00000109181.11,UGT2B10,MYBL2
ENSG00000109270.12,LAMTOR3,MYBL2
ENSG00000109323.8,MANBA,MYBL2
ENSG00000109332.19,UBE2D3,MYBL2
ENSG00000109381.19,ELF2,MYBL2
ENSG00000109381.19,ELF2,MYBL2
ENSG00000109436.7,TBC1D9,MYBL2
ENSG00000109445.10,ZNF330,MYBL2
ENSG00000109458.8,GAB1,MYBL2
ENSG00000109475.16,RPL34,MYBL2
ENSG00000109519.12,GRPEL1,MYBL2
ENSG00000109519.12,GRPEL1,MYBL2
ENSG00000109534.16,GAR1,MYBL2
ENSG00000109536.11,FRG1,MYBL2
ENSG00000109572.13,CLCN3,MYBL2
ENSG00000109606.12,DHX15,MYBL2
ENSG00000109618.11,SEPSECS,MYBL2
ENSG00000109670.13,FBXW7,MYBL2
ENSG00000109674.3,NEIL3,MYBL2
ENSG00000109685.17,WHSC1,MYBL2
ENSG00000109686.17,SH3D19,MYBL2
ENSG00000109736.14,MFSD10,MYBL2
ENSG00000109758.8,HGFAC,MYBL2
ENSG00000109762.15,SNX25,MYBL2
ENSG00000109771.15,LRP2BP,MYBL2
ENSG00000109775.10,UFSP2,MYBL2
ENSG00000109787.12,KLF3,MYBL2
ENSG00000109790.16,KLHL5,MYBL2
ENSG00000109805.9,NCAPG,MYBL2
ENSG00000109814.11,UGDH,MYBL2
ENSG00000109832.13,DDX25,MYBL2
ENSG00000109861.15,CTSC,MYBL2
ENSG00000109881.16,CCDC34,MYBL2
ENSG00000109911.17,ELP4,MYBL2
ENSG00000109919.9,MTCH2,MYBL2
ENSG00000109920.12,FNBP4,MYBL2
ENSG00000109929.9,SC5D,MYBL2
ENSG00000109971.13,HSPA8,MYBL2
ENSG00000110025.12,SNX15,MYBL2
ENSG00000110031.12,LPXN,MYBL2
ENSG00000110046.12,ATG2A,MYBL2
ENSG00000110047.17,EHD1,MYBL2
ENSG00000110047.17,EHD1,MYBL2
ENSG00000110048.11,OSBP,MYBL2
ENSG00000110057.7,UNC93B1,MYBL2
ENSG00000110060.8,PUS3,MYBL2
ENSG00000110063.8,DCPS,MYBL2
ENSG00000110066.14,KMT5B,MYBL2
ENSG00000110074.10,FOXRED1,MYBL2
ENSG00000110075.14,PPP6R3,MYBL2
ENSG00000110075.14,PPP6R3,MYBL2
ENSG00000110090.12,CPT1A,MYBL2
ENSG00000110092.3,CCND1,MYBL2
ENSG00000110104.11,CCDC86,MYBL2
ENSG00000110107.8,PRPF19,MYBL2
ENSG00000110172.11,CHORDC1,MYBL2
ENSG00000110200.8,ANAPC15,MYBL2
ENSG00000110218.8,PANX1,MYBL2
ENSG00000110218.8,PANX1,MYBL2
ENSG00000110237.3,ARHGEF17,MYBL2
ENSG00000110237.3,ARHGEF17,MYBL2
ENSG00000110243.11,APOA5,MYBL2
ENSG00000110243.11,APOA5,MYBL2
ENSG00000110245.11,APOC3,MYBL2
ENSG00000110315.6,RNF141,MYBL2
ENSG00000110318.13,CEP126,MYBL2
ENSG00000110321.15,EIF4G2,MYBL2
ENSG00000110330.8,BIRC2,MYBL2
ENSG00000110344.9,UBE4A,MYBL2
ENSG00000110367.11,DDX6,MYBL2
ENSG00000110375.2,UPK2,MYBL2
ENSG00000110400.10,NECTIN1,MYBL2
ENSG00000110422.11,HIPK3,MYBL2
ENSG00000110435.11,PDHX,MYBL2
ENSG00000110435.11,PDHX,MYBL2
ENSG00000110442.11,COMMD9,MYBL2
ENSG00000110497.14,AMBRA1,MYBL2
ENSG00000110514.19,MADD,MYBL2
ENSG00000110536.13,PTPMT1,MYBL2
ENSG00000110536.13,PTPMT1,MYBL2
ENSG00000110536.13,PTPMT1,MYBL2
ENSG00000110583.12,NAA40,MYBL2
ENSG00000110619.16,CARS,MYBL2
ENSG00000110697.12,PITPNM1,MYBL2
ENSG00000110700.6,RPS13,MYBL2
ENSG00000110711.9,AIP,MYBL2
ENSG00000110713.15,NUP98,MYBL2
ENSG00000110717.11,NDUFS8,MYBL2
ENSG00000110719.9,TCIRG1,MYBL2
ENSG00000110721.11,CHKA,MYBL2
ENSG00000110721.11,CHKA,MYBL2
ENSG00000110756.17,HPS5,MYBL2
ENSG00000110768.11,GTF2H1,MYBL2
ENSG00000110801.13,PSMD9,MYBL2
ENSG00000110841.13,PPFIBP1,MYBL2
ENSG00000110844.13,PRPF40B,MYBL2
ENSG00000110851.11,PRDM4,MYBL2
ENSG00000110880.10,CORO1C,MYBL2
ENSG00000110880.10,CORO1C,MYBL2
ENSG00000110888.17,CAPRIN2,MYBL2
ENSG00000110906.12,KCTD10,MYBL2
ENSG00000110911.14,SLC11A2,MYBL2
ENSG00000110917.7,MLEC,MYBL2
ENSG00000110921.12,MVK,MYBL2
ENSG00000110925.6,CSRNP2,MYBL2
ENSG00000110931.18,CAMKK2,MYBL2
ENSG00000110944.8,IL23A,MYBL2
ENSG00000110955.8,ATP5B,MYBL2
ENSG00000110958.15,PTGES3,MYBL2
ENSG00000111011.17,RSRC2,MYBL2
ENSG00000111057.10,KRT18,MYBL2
ENSG00000111057.10,KRT18,MYBL2
ENSG00000111058.7,ACSS3,MYBL2
ENSG00000111087.9,GLI1,MYBL2
ENSG00000111110.11,PPM1H,MYBL2
ENSG00000111142.13,METAP2,MYBL2
ENSG00000111196.9,MAGOHB,MYBL2
ENSG00000111203.11,ITFG2,MYBL2
ENSG00000111206.12,FOXM1,MYBL2
ENSG00000111215.11,PRR4,MYBL2
ENSG00000111229.15,ARPC3,MYBL2
ENSG00000111231.8,GPN3,MYBL2
ENSG00000111231.8,GPN3,MYBL2
ENSG00000111237.18,VPS29,MYBL2
ENSG00000111247.14,RAD51AP1,MYBL2
ENSG00000111252.10,SH2B3,MYBL2
ENSG00000111254.7,AKAP3,MYBL2
ENSG00000111261.13,MANSC1,MYBL2
ENSG00000111266.8,DUSP16,MYBL2
ENSG00000111269.2,CREBL2,MYBL2
ENSG00000111271.14,ACAD10,MYBL2
ENSG00000111275.12,ALDH2,MYBL2
ENSG00000111300.9,NAA25,MYBL2
ENSG00000111325.16,OGFOD2,MYBL2
ENSG00000111328.6,CDK2AP1,MYBL2
ENSG00000111339.10,ART4,MYBL2
ENSG00000111358.13,GTF2H3,MYBL2
ENSG00000111361.12,EIF2B1,MYBL2
ENSG00000111364.15,DDX55,MYBL2
ENSG00000111412.5,C12orf49,MYBL2
ENSG00000111481.9,COPZ1,MYBL2
ENSG00000111530.12,CAND1,MYBL2
ENSG00000111540.15,RAB5B,MYBL2
ENSG00000111581.9,NUP107,MYBL2
ENSG00000111596.11,CNOT2,MYBL2
ENSG00000111602.11,TIMELESS,MYBL2
ENSG00000111615.13,KRR1,MYBL2
ENSG00000111639.7,MRPL51,MYBL2
ENSG00000111640.14,GAPDH,MYBL2
ENSG00000111641.11,NOP2,MYBL2
ENSG00000111642.14,CHD4,MYBL2
ENSG00000111647.12,UHRF1BP1L,MYBL2
ENSG00000111647.12,UHRF1BP1L,MYBL2
ENSG00000111652.9,COPS7A,MYBL2
ENSG00000111653.19,ING4,MYBL2
ENSG00000111665.11,CDCA3,MYBL2
ENSG00000111666.10,CHPT1,MYBL2
ENSG00000111667.13,USP5,MYBL2
ENSG00000111669.14,TPI1,MYBL2
ENSG00000111674.8,ENO2,MYBL2
ENSG00000111676.14,ATN1,MYBL2
ENSG00000111679.16,PTPN6,MYBL2
ENSG00000111684.10,LPCAT3,MYBL2
ENSG00000111707.11,SUDS3,MYBL2
ENSG00000111711.9,GOLT1B,MYBL2
ENSG00000111725.10,PRKAB1,MYBL2
ENSG00000111727.11,HCFC2,MYBL2
ENSG00000111731.12,C2CD5,MYBL2
ENSG00000111737.11,RAB35,MYBL2
ENSG00000111775.2,COX6A1,MYBL2
ENSG00000111780.8,AL021546.6,MYBL2
ENSG00000111785.18,RIC8B,MYBL2
ENSG00000111786.8,SRSF9,MYBL2
ENSG00000111790.13,FGFR1OP2,MYBL2
ENSG00000111802.13,TDP2,MYBL2
ENSG00000111816.7,FRK,MYBL2
ENSG00000111817.16,DSE,MYBL2
ENSG00000111832.12,RWDD1,MYBL2
ENSG00000111837.11,MAK,MYBL2
ENSG00000111843.13,TMEM14C,MYBL2
ENSG00000111845.4,PAK1IP1,MYBL2
ENSG00000111850.10,SMIM8,MYBL2
ENSG00000111875.7,ASF1A,MYBL2
ENSG00000111877.17,MCM9,MYBL2
ENSG00000111880.15,RNGTT,MYBL2
ENSG00000111885.6,MAN1A1,MYBL2
ENSG00000111897.6,SERINC1,MYBL2
ENSG00000111906.17,HDDC2,MYBL2
ENSG00000111911.6,HINT3,MYBL2
ENSG00000111912.19,NCOA7,MYBL2
ENSG00000112029.9,FBXO5,MYBL2
ENSG00000112031.15,MTRF1L,MYBL2
ENSG00000112033.13,PPARD,MYBL2
ENSG00000112039.3,FANCE,MYBL2
ENSG00000112062.10,MAPK14,MYBL2
ENSG00000112078.13,KCTD20,MYBL2
ENSG00000112079.8,STK38,MYBL2
ENSG00000112081.16,SRSF3,MYBL2
ENSG00000112096.16,SOD2,MYBL2
ENSG00000112110.9,MRPL18,MYBL2
ENSG00000112118.17,MCM3,MYBL2
ENSG00000112130.16,RNF8,MYBL2
ENSG00000112144.15,ICK,MYBL2
ENSG00000112159.11,MDN1,MYBL2
ENSG00000112167.9,SAYSD1,MYBL2
ENSG00000112208.11,BAG2,MYBL2
ENSG00000112210.11,RAB23,MYBL2
ENSG00000112210.11,RAB23,MYBL2
ENSG00000112237.12,CCNC,MYBL2
ENSG00000112242.14,E2F3,MYBL2
ENSG00000112249.13,ASCC3,MYBL2
ENSG00000112282.17,MED23,MYBL2
ENSG00000112290.12,WASF1,MYBL2
ENSG00000112293.14,GPLD1,MYBL2
ENSG00000112293.14,GPLD1,MYBL2
ENSG00000112294.12,ALDH5A1,MYBL2
ENSG00000112294.12,ALDH5A1,MYBL2
ENSG00000112304.10,ACOT13,MYBL2
ENSG00000112305.14,SMAP1,MYBL2
ENSG00000112306.7,RPS12,MYBL2
ENSG00000112308.12,C6orf62,MYBL2
