Gene ID,Gene Symbol,TF
ENSG00000143612.18,C1orf43,ATF3
ENSG00000143774.16,GUK1,ATF3
ENSG00000144026.11,ZNF514,ATF3
ENSG00000144061.12,NPHP1,ATF3
ENSG00000144455.13,SUMF1,ATF3
ENSG00000144554.10,FANCD2,ATF3
ENSG00000144840.8,RABL3,ATF3
ENSG00000144848.10,ATG3,ATF3
ENSG00000145041.15,DCAF1,ATF3
ENSG00000145414.8,NAF1,ATF3
ENSG00000145734.18,BDP1,ATF3
ENSG00000145919.10,BOD1,ATF3
ENSG00000146085.7,MUT,ATF3
ENSG00000146109.4,ABT1,ATF3
ENSG00000146476.10,ARMT1,ATF3
ENSG00000146540.14,C7orf50,ATF3
ENSG00000146670.9,CDCA5,ATF3
ENSG00000146676.7,PURB,ATF3
ENSG00000146729.9,GBAS,ATF3
ENSG00000147475.14,ERLIN2,ATF3
ENSG00000147649.9,MTDH,ATF3
ENSG00000148120.15,C9orf3,ATF3
ENSG00000148187.17,MRRF,ATF3
ENSG00000148516.21,ZEB1,ATF3
ENSG00000148719.14,DNAJB12,ATF3
ENSG00000149357.9,LAMTOR1,ATF3
ENSG00000149474.13,KAT14,ATF3
ENSG00000151239.13,TWF1,ATF3
ENSG00000151893.14,CACUL1,ATF3
ENSG00000152102.17,FAM168B,ATF3
ENSG00000153201.15,RANBP2,ATF3
ENSG00000153574.8,RPIA,ATF3
ENSG00000153767.9,GTF2E1,ATF3
ENSG00000154099.17,DNAAF1,ATF3
ENSG00000154222.14,CC2D1B,ATF3
ENSG00000154813.9,DPH3,ATF3
ENSG00000154814.13,OXNAD1,ATF3
ENSG00000155097.11,ATP6V1C1,ATF3
ENSG00000155755.18,TMEM237,ATF3
ENSG00000155906.16,RMND1,ATF3
ENSG00000155975.9,VPS37A,ATF3
ENSG00000156171.14,DRAM2,ATF3
ENSG00000156502.13,SUPV3L1,ATF3
ENSG00000156642.16,NPTN,ATF3
ENSG00000156831.7,NSMCE2,ATF3
ENSG00000157181.15,C1orf27,ATF3
ENSG00000157379.13,DHRS1,ATF3
ENSG00000157426.13,AASDH,ATF3
ENSG00000157540.19,DYRK1A,ATF3
ENSG00000157593.17,SLC35B2,ATF3
ENSG00000157837.15,SPPL3,ATF3
ENSG00000158079.14,PTPDC1,ATF3
ENSG00000158545.15,ZC3H18,ATF3
ENSG00000158717.10,RNF166,ATF3
ENSG00000159210.9,SNF8,ATF3
ENSG00000159720.11,ATP6V0D1,ATF3
ENSG00000159733.13,ZFYVE28,ATF3
ENSG00000160051.11,IQCC,ATF3
ENSG00000160072.19,ATAD3B,ATF3
ENSG00000160075.11,SSU72,ATF3
ENSG00000160193.11,WDR4,ATF3
ENSG00000160194.17,NDUFV3,ATF3
ENSG00000160201.11,U2AF1,ATF3
ENSG00000160207.8,HSF2BP,ATF3
ENSG00000160208.12,RRP1B,ATF3
ENSG00000160214.12,RRP1,ATF3
ENSG00000160226.15,C21orf2,ATF3
ENSG00000160392.13,C19orf47,ATF3
ENSG00000160584.15,SIK3,ATF3
ENSG00000160695.14,VPS11,ATF3
ENSG00000160710.15,ADAR,ATF3
ENSG00000160714.9,UBE2Q1,ATF3
ENSG00000160957.12,RECQL4,ATF3
ENSG00000160959.7,LRRC14,ATF3
ENSG00000161277.10,THAP8,ATF3
ENSG00000161513.11,FDXR,ATF3
ENSG00000161526.14,SAP30BP,ATF3
ENSG00000161939.18,RNASEK-C17orf49,ATF3
ENSG00000162066.14,AMDHD2,ATF3
ENSG00000162191.13,UBXN1,ATF3
ENSG00000162300.11,ZFPL1,ATF3
ENSG00000162385.10,MAGOH,ATF3
ENSG00000162517.12,PEF1,ATF3
ENSG00000162910.18,MRPL55,ATF3
ENSG00000163577.7,EIF5A2,ATF3
ENSG00000163626.16,COX18,ATF3
ENSG00000163682.15,RPL9,ATF3
ENSG00000163807.5,KIAA1143,ATF3
ENSG00000163808.16,KIF15,ATF3
ENSG00000163812.13,ZDHHC3,ATF3
ENSG00000163930.9,BAP1,ATF3
ENSG00000163933.9,RFT1,ATF3
ENSG00000163945.15,UVSSA,ATF3
ENSG00000164037.16,SLC9B1,ATF3
ENSG00000164053.18,ATRIP,ATF3
ENSG00000164162.12,ANAPC10,ATF3
ENSG00000164163.10,ABCE1,ATF3
ENSG00000164331.9,ANKRA2,ATF3
ENSG00000164338.9,UTP15,ATF3
ENSG00000164463.12,CREBRF,ATF3
ENSG00000164597.13,COG5,ATF3
ENSG00000164961.15,KIAA0196,ATF3
ENSG00000165244.6,ZNF367,ATF3
ENSG00000165406.15,8-Mar,ATF3
ENSG00000165526.8,RPUSD4,ATF3
ENSG00000165678.20,GHITM,ATF3
ENSG00000165695.9,AK8,ATF3
ENSG00000165698.15,SPACA9,ATF3
ENSG00000165782.10,TMEM55B,ATF3
ENSG00000166128.12,RAB8B,ATF3
ENSG00000166197.16,NOLC1,ATF3
ENSG00000166340.15,TPP1,ATF3
ENSG00000166377.19,ATP9B,ATF3
ENSG00000167131.16,CCDC103,ATF3
ENSG00000167186.10,COQ7,ATF3
ENSG00000167325.14,RRM1,ATF3
ENSG00000167393.17,PPP2R3B,ATF3
ENSG00000167419.10,LPO,ATF3
ENSG00000167515.10,TRAPPC2L,ATF3
ENSG00000167702.11,KIFC2,ATF3
ENSG00000167733.13,HSD11B1L,ATF3
ENSG00000167792.11,NDUFV1,ATF3
ENSG00000167797.7,CDK2AP2,ATF3
ENSG00000167967.15,E4F1,ATF3
ENSG00000168397.16,ATG4B,ATF3
ENSG00000168701.18,TMEM208,ATF3
ENSG00000168813.16,ZNF507,ATF3
ENSG00000169019.10,COMMD8,ATF3
ENSG00000169032.9,MAP2K1,ATF3
ENSG00000169087.10,HSPBAP1,ATF3
ENSG00000169682.17,SPNS1,ATF3
ENSG00000169919.16,GUSB,ATF3
ENSG00000169976.6,SF3B5,ATF3
ENSG00000170248.13,PDCD6IP,ATF3
ENSG00000170855.3,TRIAP1,ATF3
ENSG00000170881.4,RNF139,ATF3
ENSG00000171103.10,TRMT61B,ATF3
ENSG00000171298.12,GAA,ATF3
ENSG00000171503.11,ETFDH,ATF3
ENSG00000171861.10,MRM3,ATF3
ENSG00000171914.15,TLN2,ATF3
ENSG00000172057.9,ORMDL3,ATF3
ENSG00000172273.12,HINFP,ATF3
ENSG00000172661.17,FAM21C,ATF3
ENSG00000172977.12,KAT5,ATF3
ENSG00000173163.10,COMMD1,ATF3
ENSG00000173214.5,MFSD4B,ATF3
ENSG00000173465.7,SSSCA1,ATF3
ENSG00000173653.7,RCE1,ATF3
ENSG00000174013.7,FBXO45,ATF3
ENSG00000174109.4,C16orf91,ATF3
ENSG00000174177.12,CTU2,ATF3
ENSG00000174227.15,PIGG,ATF3
ENSG00000174371.16,EXO1,ATF3
ENSG00000174446.12,SNAPC5,ATF3
ENSG00000174738.12,NR1D2,ATF3
ENSG00000174744.13,BRMS1,ATF3
ENSG00000174898.15,CATSPERD,ATF3
ENSG00000174917.8,C19orf70,ATF3
ENSG00000175283.7,DOLK,ATF3
ENSG00000175348.10,TMEM9B,ATF3
ENSG00000175634.14,RPS6KB2,ATF3
ENSG00000175782.9,SLC35E3,ATF3
ENSG00000176022.4,B3GALT6,ATF3
ENSG00000176087.14,SLC35A4,ATF3
ENSG00000176101.11,SSNA1,ATF3
ENSG00000176248.8,ANAPC2,ATF3
ENSG00000176410.7,DNAJC30,ATF3
ENSG00000176422.13,SPRYD4,ATF3
ENSG00000176809.10,LRRC37A3,ATF3
ENSG00000176946.11,THAP4,ATF3
ENSG00000176978.13,DPP7,ATF3
ENSG00000176994.10,SMCR8,ATF3
ENSG00000177000.10,MTHFR,ATF3
ENSG00000177150.12,FAM210A,ATF3
ENSG00000177225.16,PDDC1,ATF3
ENSG00000177302.14,TOP3A,ATF3
ENSG00000177595.17,PIDD1,ATF3
ENSG00000177600.8,RPLP2,ATF3
ENSG00000177646.18,ACAD9,ATF3
ENSG00000177951.17,BET1L,ATF3
ENSG00000177963.13,RIC8A,ATF3
ENSG00000178078.11,STAP2,ATF3
ENSG00000178381.11,ZFAND2A,ATF3
ENSG00000178982.9,EIF3K,ATF3
ENSG00000179262.9,RAD23A,ATF3
ENSG00000179295.16,PTPN11,ATF3
ENSG00000180185.11,FAHD1,ATF3
ENSG00000180979.9,LRRC57,ATF3
ENSG00000182149.20,IST1,ATF3
ENSG00000182405.5,PGBD4,ATF3
ENSG00000182810.6,DDX28,ATF3
ENSG00000182903.15,ZNF721,ATF3
ENSG00000182934.11,SRPRA,ATF3
ENSG00000183323.12,CCDC125,ATF3
ENSG00000183576.12,SETD3,ATF3
ENSG00000183751.14,TBL3,ATF3
ENSG00000184178.15,SCFD2,ATF3
ENSG00000184207.8,PGP,ATF3
ENSG00000184677.16,ZBTB40,ATF3
ENSG00000184786.5,TCTE3,ATF3
ENSG00000184900.15,SUMO3,ATF3
ENSG00000184967.6,NOC4L,ATF3
ENSG00000185104.19,FAF1,ATF3
ENSG00000185163.9,DDX51,ATF3
ENSG00000185238.12,PRMT3,ATF3
ENSG00000185624.14,P4HB,ATF3
ENSG00000185798.7,WDR53,ATF3
ENSG00000185896.10,LAMP1,ATF3
ENSG00000186532.11,SMYD4,ATF3
ENSG00000187049.9,TMEM216,ATF3
ENSG00000187097.12,ENTPD5,ATF3
ENSG00000187866.7,FAM122A,ATF3
ENSG00000188428.18,BLOC1S5,ATF3
ENSG00000196236.12,XPNPEP3,ATF3
ENSG00000196365.11,LONP1,ATF3
ENSG00000196683.10,TOMM7,ATF3
ENSG00000196943.12,NOP9,ATF3
ENSG00000197081.12,IGF2R,ATF3
ENSG00000197417.7,SHPK,ATF3
ENSG00000197530.12,MIB2,ATF3
ENSG00000197548.12,ATG7,ATF3
ENSG00000197785.13,ATAD3A,ATF3
ENSG00000197798.8,FAM118B,ATF3
ENSG00000197841.14,ZNF181,ATF3
ENSG00000197885.10,NKIRAS1,ATF3
ENSG00000198270.12,TMEM116,ATF3
ENSG00000198373.12,WWP2,ATF3
ENSG00000198382.8,UVRAG,ATF3
ENSG00000198612.10,COPS8,ATF3
ENSG00000198783.5,ZNF830,ATF3
ENSG00000198791.11,CNOT7,ATF3
ENSG00000198908.11,BHLHB9,ATF3
ENSG00000203760.8,CENPW,ATF3
ENSG00000203780.10,FANK1,ATF3
ENSG00000204348.9,DXO,ATF3
ENSG00000204351.11,SKIV2L,ATF3
ENSG00000204356.12,NELFE,ATF3
ENSG00000204386.10,NEU1,ATF3
ENSG00000205208.4,C4orf46,ATF3
ENSG00000205765.8,C5orf51,ATF3
ENSG00000205937.11,RNPS1,ATF3
ENSG00000205981.6,DNAJC19,ATF3
ENSG00000206113.9,CFAP99,ATF3
ENSG00000213281.4,NRAS,ATF3
ENSG00000213339.8,QTRT1,ATF3
ENSG00000213465.7,ARL2,ATF3
ENSG00000213614.9,HEXA,ATF3
ENSG00000213699.8,SLC35F6,ATF3
ENSG00000214447.4,FAM187A,ATF3
ENSG00000214736.7,TOMM6,ATF3
ENSG00000215041.9,NEURL4,ATF3
ENSG00000217128.11,FNIP1,ATF3
ENSG00000219200.11,RNASEK,ATF3
ENSG00000224470.7,ATXN1L,ATF3
ENSG00000228300.13,C19orf24,ATF3
ENSG00000229833.9,PET100,ATF3
ENSG00000232838.3,PET117,ATF3
ENSG00000239789.5,MRPS17,ATF3
ENSG00000239857.6,GET4,ATF3
ENSG00000241973.10,PI4KA,ATF3
ENSG00000242802.6,AP5Z1,ATF3
ENSG00000243207.6,PPAN-P2RY11,ATF3
ENSG00000248333.8,CDK11B,ATF3
ENSG00000249115.8,HAUS5,ATF3
ENSG00000250644.3,RP11-295K3.1,ATF3
ENSG00000254093.8,PINX1,ATF3
ENSG00000255112.2,CHMP1B,ATF3
ENSG00000256861.1,RP11-512M8.5,ATF3
ENSG00000257218.5,GATC,ATF3
ENSG00000258311.5,RP11-644F5.10,ATF3
ENSG00000258529.5,RP11-108O10.8,ATF3
ENSG00000258643.5,BCL2L2-PABPN1,ATF3
ENSG00000258724.1,CTD-2135J3.4,ATF3
ENSG00000259040.5,BLOC1S5-TXNDC5,ATF3
ENSG00000259956.1,RBM15B,ATF3
ENSG00000260729.1,RP11-106M3.2,ATF3
ENSG00000261609.4,GAN,ATF3
ENSG00000261832.6,RP11-435I10.4,ATF3
ENSG00000262304.2,RP11-235E17.2,ATF3
ENSG00000268400.5,CTD-3214H19.4,ATF3
ENSG00000270170.1,NCBP2-AS2,ATF3
ENSG00000273003.1,ARL2-SNX15,ATF3
ENSG00000273217.1,CTC-432M15.3,ATF3
ENSG00000273559.4,CWC25,ATF3
ENSG00000275066.4,SYNRG,ATF3
ENSG00000275111.4,ZNF2,ATF3
ENSG00000282827.1,ATRIP,ATF3
ENSG00000005007.12,UPF1,SPI1
ENSG00000005075.15,POLR2J,SPI1
ENSG00000005075.15,POLR2J,SPI1
ENSG00000005175.9,RPAP3,SPI1
ENSG00000005194.14,CIAPIN1,SPI1
ENSG00000005243.9,COPZ2,SPI1
ENSG00000005379.15,TSPOAP1,SPI1
ENSG00000005448.16,WDR54,SPI1
ENSG00000005700.14,IBTK,SPI1
ENSG00000005801.16,ZNF195,SPI1
ENSG00000005844.17,ITGAL,SPI1
ENSG00000005882.11,PDK2,SPI1
ENSG00000005884.17,ITGA3,SPI1
ENSG00000005961.17,ITGA2B,SPI1
ENSG00000006007.11,GDE1,SPI1
ENSG00000006062.13,MAP3K14,SPI1
ENSG00000006194.9,ZNF263,SPI1
ENSG00000006468.13,ETV1,SPI1
ENSG00000006757.11,PNPLA4,SPI1
ENSG00000007001.12,UPP2,SPI1
ENSG00000007047.14,MARK4,SPI1
ENSG00000007216.14,SLC13A2,SPI1
ENSG00000007312.12,CD79B,SPI1
ENSG00000007520.3,TSR3,SPI1
ENSG00000008128.22,CDK11A,SPI1
ENSG00000008516.16,MMP25,SPI1
ENSG00000008710.18,PKD1,SPI1
ENSG00000009790.14,TRAF3IP3,SPI1
ENSG00000009790.14,TRAF3IP3,SPI1
ENSG00000009844.15,VTA1,SPI1
ENSG00000010072.15,SPRTN,SPI1
ENSG00000010310.8,GIPR,SPI1
ENSG00000010671.15,BTK,SPI1
ENSG00000011258.15,MBTD1,SPI1
ENSG00000011260.13,UTP18,SPI1
ENSG00000011478.11,QPCTL,SPI1
ENSG00000012963.14,UBR7,SPI1
ENSG00000012963.14,UBR7,SPI1
ENSG00000013016.15,EHD3,SPI1
ENSG00000013364.18,MVP,SPI1
ENSG00000013374.15,NUB1,SPI1
ENSG00000014123.9,UFL1,SPI1
ENSG00000015475.18,BID,SPI1
ENSG00000016864.17,GLT8D1,SPI1
ENSG00000019582.14,CD74,SPI1
ENSG00000020633.18,RUNX3,SPI1
ENSG00000021776.10,AQR,SPI1
ENSG00000023041.11,ZDHHC6,SPI1
ENSG00000023445.13,BIRC3,SPI1
ENSG00000024862.17,CCDC28A,SPI1
ENSG00000025434.18,NR1H3,SPI1
ENSG00000025796.13,SEC63,SPI1
ENSG00000026652.13,AGPAT4,SPI1
ENSG00000026751.16,SLAMF7,SPI1
ENSG00000027001.9,MIPEP,SPI1
ENSG00000029639.10,TFB1M,SPI1
ENSG00000030582.16,GRN,SPI1
ENSG00000031081.10,ARHGAP31,SPI1
ENSG00000032389.12,TSSC1,SPI1
ENSG00000033100.15,CHPF2,SPI1
ENSG00000035499.12,DEPDC1B,SPI1
ENSG00000035720.7,STAP1,SPI1
ENSG00000036257.12,CUL3,SPI1
ENSG00000038002.8,AGA,SPI1
ENSG00000038358.14,EDC4,SPI1
ENSG00000039523.18,FAM65A,SPI1
ENSG00000039600.10,SOX30,SPI1
ENSG00000040633.12,PHF23,SPI1
ENSG00000040633.12,PHF23,SPI1
ENSG00000042088.13,TDP1,SPI1
ENSG00000042980.12,ADAM28,SPI1
ENSG00000043462.11,LCP2,SPI1
ENSG00000044090.8,CUL7,SPI1
ENSG00000048162.20,NOP16,SPI1
ENSG00000048162.20,NOP16,SPI1
ENSG00000048392.11,RRM2B,SPI1
ENSG00000050327.14,ARHGEF5,SPI1
ENSG00000050438.16,SLC4A8,SPI1
ENSG00000051108.14,HERPUD1,SPI1
ENSG00000051180.16,RAD51,SPI1
ENSG00000051523.10,CYBA,SPI1
ENSG00000051523.10,CYBA,SPI1
ENSG00000051620.10,HEBP2,SPI1
ENSG00000053501.12,USE1,SPI1
ENSG00000054219.10,LY75,SPI1
ENSG00000056972.18,TRAF3IP2,SPI1
ENSG00000057663.13,ATG5,SPI1
ENSG00000058453.16,CROCC,SPI1
ENSG00000058600.15,POLR3E,SPI1
ENSG00000058673.15,ZC3H11A,SPI1
ENSG00000058729.10,RIOK2,SPI1
ENSG00000058804.11,NDC1,SPI1
ENSG00000058866.14,DGKG,SPI1
ENSG00000060491.16,OGFR,SPI1
ENSG00000060749.14,QSER1,SPI1
ENSG00000060982.14,BCAT1,SPI1
ENSG00000062582.13,MRPS24,SPI1
ENSG00000063245.14,EPN1,SPI1
ENSG00000063601.16,MTMR1,SPI1
ENSG00000064199.6,SPA17,SPI1
ENSG00000064313.11,TAF2,SPI1
ENSG00000064666.14,CNN2,SPI1
ENSG00000065135.9,GNAI3,SPI1
ENSG00000065526.10,SPEN,SPI1
ENSG00000065600.12,TMEM206,SPI1
ENSG00000065621.14,GSTO2,SPI1
ENSG00000066136.20,NFYC,SPI1
ENSG00000066185.12,ZMYND12,SPI1
ENSG00000066294.14,CD84,SPI1
ENSG00000066294.14,CD84,SPI1
ENSG00000066322.13,ELOVL1,SPI1
ENSG00000066322.13,ELOVL1,SPI1
ENSG00000067066.16,SP100,SPI1
ENSG00000067221.13,STOML1,SPI1
ENSG00000067334.13,DNTTIP2,SPI1
ENSG00000067533.5,RRP15,SPI1
ENSG00000067596.10,DHX8,SPI1
ENSG00000067955.13,CBFB,SPI1
ENSG00000068366.19,ACSL4,SPI1
ENSG00000068831.18,RASGRP2,SPI1
ENSG00000070190.12,DAPP1,SPI1
ENSG00000070444.14,MNT,SPI1
ENSG00000070759.16,TESK2,SPI1
ENSG00000070761.7,CFAP20,SPI1
ENSG00000070814.17,TCOF1,SPI1
ENSG00000070831.15,CDC42,SPI1
ENSG00000070882.12,OSBPL3,SPI1
ENSG00000071626.16,DAZAP1,SPI1
ENSG00000071889.16,FAM3A,SPI1
ENSG00000071909.18,MYO3B,SPI1
ENSG00000072121.15,ZFYVE26,SPI1
ENSG00000072135.12,PTPN18,SPI1
ENSG00000072518.20,MARK2,SPI1
ENSG00000072694.20,FCGR2B,SPI1
ENSG00000072694.20,FCGR2B,SPI1
ENSG00000072736.18,NFATC3,SPI1
ENSG00000072864.13,NDE1,SPI1
ENSG00000072958.8,AP1M1,SPI1
ENSG00000073331.17,ALPK1,SPI1
ENSG00000073921.17,PICALM,SPI1
ENSG00000074266.18,EED,SPI1
ENSG00000074319.12,TSG101,SPI1
ENSG00000074370.17,ATP2A3,SPI1
ENSG00000074370.17,ATP2A3,SPI1
ENSG00000074603.18,DPP8,SPI1
ENSG00000074696.12,HACD3,SPI1
ENSG00000074706.13,IPCEF1,SPI1
ENSG00000074800.13,ENO1,SPI1
ENSG00000075035.9,WSCD2,SPI1
ENSG00000075407.18,ZNF37A,SPI1
ENSG00000075568.16,TMEM131,SPI1
ENSG00000075785.12,RAB7A,SPI1
ENSG00000075856.11,SART3,SPI1
ENSG00000076201.14,PTPN23,SPI1
ENSG00000076513.16,ANKRD13A,SPI1
ENSG00000076662.9,ICAM3,SPI1
ENSG00000076706.15,MCAM,SPI1
ENSG00000076924.11,XAB2,SPI1
ENSG00000077150.18,NFKB2,SPI1
ENSG00000077380.15,DYNC1I2,SPI1
ENSG00000077420.15,APBB1IP,SPI1
ENSG00000077420.15,APBB1IP,SPI1
ENSG00000077458.12,FAM76B,SPI1
ENSG00000077463.14,SIRT6,SPI1
ENSG00000077585.13,GPR137B,SPI1
ENSG00000078304.19,PPP2R5C,SPI1
ENSG00000078369.17,GNB1,SPI1
ENSG00000078487.17,ZCWPW1,SPI1
ENSG00000078589.12,P2RY10,SPI1
ENSG00000078674.17,PCM1,SPI1
ENSG00000078808.16,SDF4,SPI1
ENSG00000079112.9,CDH17,SPI1
ENSG00000079263.18,SP140,SPI1
ENSG00000079950.13,STX7,SPI1
ENSG00000079974.17,RABL2B,SPI1
ENSG00000080371.5,RAB21,SPI1
ENSG00000080815.18,PSEN1,SPI1
ENSG00000081014.10,AP4E1,SPI1
ENSG00000081154.11,PCNP,SPI1
ENSG00000081237.18,PTPRC,SPI1
ENSG00000081320.10,STK17B,SPI1
ENSG00000081665.13,ZNF506,SPI1
ENSG00000081665.13,ZNF506,SPI1
ENSG00000081665.13,ZNF506,SPI1
ENSG00000081791.8,KIAA0141,SPI1
ENSG00000081791.8,KIAA0141,SPI1
ENSG00000082074.15,FYB,SPI1
ENSG00000083093.9,PALB2,SPI1
ENSG00000083097.14,DOPEY1,SPI1
ENSG00000083099.10,LYRM2,SPI1
ENSG00000083454.21,P2RX5,SPI1
ENSG00000083844.10,ZNF264,SPI1
ENSG00000083937.8,CHMP2B,SPI1
ENSG00000084070.11,SMAP2,SPI1
ENSG00000084693.15,AGBL5,SPI1
ENSG00000085063.14,CD59,SPI1
ENSG00000085274.15,MYNN,SPI1
ENSG00000085365.17,SCAMP1,SPI1
ENSG00000085733.15,CTTN,SPI1
ENSG00000086289.11,EPDR1,SPI1
ENSG00000086300.15,SNX10,SPI1
ENSG00000087074.7,PPP1R15A,SPI1
ENSG00000087157.18,PGS1,SPI1
ENSG00000087191.12,PSMC5,SPI1
ENSG00000088205.12,DDX18,SPI1
ENSG00000088682.13,COQ9,SPI1
ENSG00000088833.17,NSFL1C,SPI1
ENSG00000088930.7,XRN2,SPI1
ENSG00000088986.10,DYNLL1,SPI1
ENSG00000089006.16,SNX5,SPI1
ENSG00000089041.16,P2RX7,SPI1
ENSG00000089127.12,OAS1,SPI1
ENSG00000089195.14,TRMT6,SPI1
ENSG00000089234.15,BRAP,SPI1
ENSG00000089472.16,HEPH,SPI1
ENSG00000089639.10,GMIP,SPI1
ENSG00000089737.15,DDX24,SPI1
ENSG00000089775.11,ZBTB25,SPI1
ENSG00000089847.12,ANKRD24,SPI1
ENSG00000089916.17,GPATCH2L,SPI1
ENSG00000089916.17,GPATCH2L,SPI1
ENSG00000089916.17,GPATCH2L,SPI1
ENSG00000090054.13,SPTLC1,SPI1
ENSG00000090238.11,YPEL3,SPI1
ENSG00000090339.8,ICAM1,SPI1
ENSG00000090339.8,ICAM1,SPI1
ENSG00000090447.11,TFAP4,SPI1
ENSG00000090447.11,TFAP4,SPI1
ENSG00000090487.10,SPG21,SPI1
ENSG00000090581.9,GNPTG,SPI1
ENSG00000091073.19,DTX2,SPI1
ENSG00000091106.18,NLRC4,SPI1
ENSG00000092020.10,PPP2R3C,SPI1
ENSG00000092140.14,G2E3,SPI1
ENSG00000092148.12,HECTD1,SPI1
ENSG00000092199.17,HNRNPC,SPI1
ENSG00000092841.18,MYL6,SPI1
ENSG00000092841.18,MYL6,SPI1
ENSG00000092929.11,UNC13D,SPI1
ENSG00000093010.12,COMT,SPI1
ENSG00000094914.12,AAAS,SPI1
ENSG00000095303.14,PTGS1,SPI1
ENSG00000095370.19,SH2D3C,SPI1
ENSG00000095370.19,SH2D3C,SPI1
ENSG00000095380.10,NANS,SPI1
ENSG00000095564.13,BTAF1,SPI1
ENSG00000095794.19,CREM,SPI1
ENSG00000096996.15,IL12RB1,SPI1
ENSG00000099246.16,RAB18,SPI1
ENSG00000099290.15,FAM21A,SPI1
ENSG00000099326.8,MZF1,SPI1
ENSG00000099330.8,OCEL1,SPI1
ENSG00000099338.22,CATSPERG,SPI1
ENSG00000099622.13,CIRBP,SPI1
ENSG00000099810.18,MTAP,SPI1
ENSG00000099817.11,POLR2E,SPI1
ENSG00000099899.14,TRMT2A,SPI1
ENSG00000099899.14,TRMT2A,SPI1
ENSG00000099974.7,DDTL,SPI1
ENSG00000100023.18,PPIL2,SPI1
ENSG00000100028.11,SNRPD3,SPI1
ENSG00000100034.13,PPM1F,SPI1
ENSG00000100055.20,CYTH4,SPI1
ENSG00000100060.17,MFNG,SPI1
ENSG00000100077.14,GRK3,SPI1
ENSG00000100083.18,GGA1,SPI1
ENSG00000100095.18,SEZ6L,SPI1
ENSG00000100105.17,PATZ1,SPI1
ENSG00000100150.16,DEPDC5,SPI1
ENSG00000100170.9,SLC5A1,SPI1
ENSG00000100209.9,HSCB,SPI1
ENSG00000100297.15,MCM5,SPI1
ENSG00000100345.20,MYH9,SPI1
ENSG00000100348.9,TXN2,SPI1
ENSG00000100365.14,NCF4,SPI1
ENSG00000100368.13,CSF2RB,SPI1
ENSG00000100376.11,FAM118A,SPI1
ENSG00000100376.11,FAM118A,SPI1
ENSG00000100376.11,FAM118A,SPI1
ENSG00000100393.11,EP300,SPI1
ENSG00000100417.11,PMM1,SPI1
ENSG00000100422.13,CERK,SPI1
ENSG00000100448.3,CTSG,SPI1
ENSG00000100554.11,ATP6V1D,SPI1
ENSG00000100567.12,PSMA3,SPI1
ENSG00000100575.13,TIMM9,SPI1
ENSG00000100578.14,KIAA0586,SPI1
ENSG00000100664.10,EIF5,SPI1
ENSG00000100697.14,DICER1,SPI1
ENSG00000100802.14,C14orf93,SPI1
ENSG00000100890.15,KIAA0391,SPI1
ENSG00000100897.17,DCAF11,SPI1
ENSG00000100906.10,NFKBIA,SPI1
ENSG00000100908.13,EMC9,SPI1
ENSG00000100926.14,TM9SF1,SPI1
ENSG00000100938.17,GMPR2,SPI1
ENSG00000101017.13,CD40,SPI1
ENSG00000101040.19,ZMYND8,SPI1
ENSG00000101084.16,C20orf24,SPI1
ENSG00000101109.11,STK4,SPI1
ENSG00000101126.15,ADNP,SPI1
ENSG00000101150.17,TPD52L2,SPI1
ENSG00000101160.13,CTSZ,SPI1
ENSG00000101213.6,PTK6,SPI1
ENSG00000101246.19,ARFRP1,SPI1
ENSG00000101265.15,RASSF2,SPI1
ENSG00000101307.15,SIRPB1,SPI1
ENSG00000101350.7,KIF3B,SPI1
ENSG00000101365.20,IDH3B,SPI1
ENSG00000101445.9,PPP1R16B,SPI1
ENSG00000101457.12,DNTTIP1,SPI1
ENSG00000101911.12,PRPS2,SPI1
ENSG00000102034.16,ELF4,SPI1
ENSG00000102100.15,SLC35A2,SPI1
ENSG00000102103.15,PQBP1,SPI1
ENSG00000102174.8,PHEX,SPI1
ENSG00000102181.20,CD99L2,SPI1
ENSG00000102189.16,EEA1,SPI1
ENSG00000102218.5,RP2,SPI1
ENSG00000102743.14,SLC25A15,SPI1
ENSG00000102804.14,TSC22D1,SPI1
ENSG00000102908.20,NFAT5,SPI1
ENSG00000102931.7,ARL2BP,SPI1
ENSG00000102962.4,CCL22,SPI1
ENSG00000102962.4,CCL22,SPI1
ENSG00000102974.14,CTCF,SPI1
ENSG00000102977.13,ACD,SPI1
ENSG00000102981.9,PARD6A,SPI1
ENSG00000103035.10,PSMD7,SPI1
ENSG00000103043.14,VAC14,SPI1
ENSG00000103061.12,SLC7A6OS,SPI1
ENSG00000103066.12,PLA2G15,SPI1
ENSG00000103145.10,HCFC1R1,SPI1
ENSG00000103423.13,DNAJA3,SPI1
ENSG00000103429.10,BFAR,SPI1
ENSG00000103479.15,RBL2,SPI1
ENSG00000103495.13,MAZ,SPI1
ENSG00000103507.13,BCKDK,SPI1
ENSG00000103540.16,CCP110,SPI1
ENSG00000103549.21,RNF40,SPI1
ENSG00000103657.13,HERC1,SPI1
ENSG00000103942.12,HOMER2,SPI1
ENSG00000103966.10,EHD4,SPI1
ENSG00000103978.15,TMEM87A,SPI1
ENSG00000104064.16,GABPB1,SPI1
ENSG00000104147.8,OIP5,SPI1
ENSG00000104164.10,BLOC1S6,SPI1
